title,links,date,rating,quality,genre,short_description
Con Số Bí Mật,https://ohitv.net/phim-bo/con-so-bi-mat/,23/06/2023,6.8,,"['Action & Adventure', 'Phim Chính Kịch']","“Con Số Bí Mật” là câu chuyện về Jang Ho Woo, một học sinh trở thành nhân viên cấp cao của một công ty kế toán hàng đầu tại Hàn Quốc. ..."
Chó Săn Công Lý,https://ohitv.net/phim-bo/cho-san-cong-ly/,09/06/2023,8.3,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']",Chó Săn Công Lý (2023) Nói về hai võ sĩ trẻ bắt tay với một người cho vay nhân từ để hạ bệ kẻ cho vay nặng lãi tàn nhẫn chuyên săn lùng những ...
Hiệp Sĩ Áo Đen,https://ohitv.net/phim-bo/hiep-si-ao-den/,12/05/2023,7.4,,"['Action & Adventure', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Hiệp Sĩ Áo Đen” là một bộ phim khoa học viễn tưởng đặt trong một tương lai tăm tối, nơi mà không khí bị ô nhiễm nặng nề và đe dọa sự ..."
Bạn Trai Tôi Là Hồ Ly 2,https://ohitv.net/phim-bo/ban-trai-toi-la-ho-ly-2/,06/05/2023,8.1,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","“Bạn Trai Tôi Là Hồ Ly 2” lấy bối cảnh vào năm 1930 và tập trung vào quá trình của Lee Yeon trở thành người thống trị ngọn núi, cùng ..."
Vân Tương Truyện,https://ohitv.net/phim-bo/van-tuong-truyen/,01/05/2023,8.3,,"['Action & Adventure', 'Phim Bí Ẩn', 'Phim Chính Kịch']",“Vân Tương Truyện” là một bộ phim năm 2023 được chuyển thể từ tiểu thuyết “Thiên Môn” của tác giả Phương Bạch Vũ. Phim ...
Gia Đình,https://ohitv.net/phim-bo/gia-dinh/,07/03/2023,9.091,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']","“Aile” là một câu chuyện về Aslan, con trai của một gia đình đông người và điều hành một quán bar đêm. Anh là một người rất thông ..."
Thiếu Niên Ca Hành,https://ohitv.net/phim-bo/thieu-nien-ca-hanh/,26/12/2022,7.5,,"['Action & Adventure', 'Phim Chính Kịch']","“Thiếu Niên Ca Hành – The Blood of Youth” là một câu chuyện về Lôi Vô Kiệt, một thiếu niên hiệp khách non nớt, đang trên đường đến ..."
Gia Tộc Rồng,https://ohitv.net/phim-bo/gia-toc-rong/,21/08/2022,8.427,,"['Action & Adventure', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Gia Tộc Rồng” (2022) là một bộ phim kịch bản lấy bối cảnh 200 năm trước các sự kiện trong loạt phim “Game of Thrones,” ..."
Trầm Vụn Hương Phai,https://ohitv.net/phim-bo/tram-vun-huong-phai-immortal-samsara/,20/07/2022,5,,"['Action & Adventure', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Trầm Vụn Hương Phai” (Immortal Samsara) là một bộ phim được chuyển thể từ tiểu thuyết cùng tên của tác giả Tô Mịch. Câu chuyện xoay ...
Hoàn Hồn,https://ohitv.net/phim-bo/hoan-hon/,18/06/2022,8.568,,"['Action & Adventure', 'Phim Bí Ẩn', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Hoàn Hồn” (2022) là một bộ phim kể về câu chuyện phù thủy quyền năng bị mắc kẹt trong cơ thể một phụ nữ mù, và cuộc gặp gỡ định mệnh ..."
Reacher: Phát Súng Cuối Cùng,https://ohitv.net/phim-bo/reacher-phat-sung-cuoi-cung/,03/02/2022,8.074,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']","“Reacher: Phát Súng Cuối Cùng” là một bộ phim có sự tham gia của Jack Reacher, một cựu cảnh sát hình sự, trong một câu chuyện xoay ..."
Trò chơi con mực,https://ohitv.net/phim-bo/tro-choi-con-muc/,17/09/2021,7.832,,"['Action & Adventure', 'Phim Bí Ẩn', 'Phim Chính Kịch']",“Trò Chơi Con Mực” (2021) là một bộ phim về hàng trăm người chơi bị kẹt vì nợ chấp và đồng ý tham gia một lời mời kỳ lạ: tham gia các ...
Barbaros: Thanh Kiếm Địa Trung Hải,https://ohitv.net/phim-bo/barbaros-thanh-kiem-dia-trung-hai/,16/09/2021,8.3,,"['Action & Adventure', 'Phim Chính Kịch', 'War & Politics']",Bộ phim truyền hình “Barbarossa: Thanh kiếm Địa Trung Hải” (Barbaroslar: Akdeniz’in Kilici) xoay quanh câu chuyện của bốn anh em ...
Nếu Như…?,https://ohitv.net/phim-bo/neu-nhu/,11/08/2021,8.179,,"['Action & Adventure', 'Phim Hoạt Hình', 'Sci-Fi & Fantasy']",Nếu Như…? (What If…?) là một series phim truyền hình Mỹ được phát sóng trên nền tảng xem phim trực tuyến Disney+. Series này do A.C. ...
Ẩn Danh,https://ohitv.net/phim-bo/an-danh/,09/04/2021,8,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']",“Ẩn Danh” là một bộ phim xoay quanh một công ty taxi bí mật có tên Rainbow Taxi. Công ty này chuyên hoạt động trong việc trả thù cho ...
Vincenzo,https://ohitv.net/phim-bo/vincenzo/,20/02/2021,8.547,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hài']","“Vincenzo” là một bộ phim truyền hình Hàn Quốc phát sóng vào năm 2021. Câu chuyện xoay quanh nhân vật Vincenzo Cassano, một luật sư ..."
Thôn Phệ Tinh Không (Thôn Tính Bầu Trời),https://ohitv.net/phim-bo/thon-phe-tinh-khong/,29/11/2020,9.3,,"['Action & Adventure', 'Phim Hoạt Hình', 'Sci-Fi & Fantasy']",“Thôn Phệ Tinh Không” là một bộ phim năm 2020 với cốt truyện xoay quanh một thế giới đang đối mặt với một cuộc khủng hoảng toàn cầu ...
Nghệ Thuật Săn Quỷ Và Nấu Mì,https://ohitv.net/phim-bo/nghe-thuat-san-quy-va-nau-mi/,28/11/2020,8.4,,"['Action & Adventure', 'Phim Bí Ẩn', 'Phim Chính Kịch']",“Nghệ Thuật Săn Quỷ Và Nấu Mì” (2020) là một bộ phim kể về cuộc sống đầy phiêu lưu và hành động của những người anh hùng đặc biệt. ...
Thanh Tra Mẫu Mực,https://ohitv.net/phim-bo/thanh-tra-mau-muc/,06/07/2020,6.9,,"['Action & Adventure', 'Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","“Thanh Tra Mẫu Mực” là một bộ phim truyền hình về cuộc chiến giữa các thám tử, người cố gắng tiết lộ sự thật và những kẻ thường xuyên ..."
Không Một Ai Biết,https://ohitv.net/phim-bo/khong-mot-ai-biet/,11/06/2019,5.3,,"['Action & Adventure', 'Phim Chính Kịch']","“Kimse Bilmez” là một bộ phim truyền hình Thổ Nhĩ Kỳ phát sóng vào năm 2019, kể về câu chuyện đầy kịch tính và xúc động của những con ..."
Biên Niên Sử Arthda,https://ohitv.net/phim-bo/bien-nien-su-arthda-arthdal-chronicles/,01/06/2019,7.7,,"['Action & Adventure', 'Phim Chính Kịch']",“Biên Niên Sử Arthda” là một bộ phim truyền hình có tên gốc là “Arthdal Chronicles” phát sóng vào năm 2019. Phim đưa ...
Máu Và Cổ Vật,https://ohitv.net/phim-bo/mau-va-co-vat/,21/05/2019,6.578,,"['Action & Adventure', 'Phim Chính Kịch']",Một chuyên gia về cổ vật hợp tác với một tên trộm nghệ thuật để truy bắt kẻ khủng bố tài trợ cho các cuộc tấn công của hắn bằng cách sử dụng các ...
Thanh Gươm Diệt Quỷ,https://ohitv.net/phim-bo/thanh-guom-diet-quy/,06/04/2019,8.7,,"['Action & Adventure', 'Phim Hoạt Hình', 'Sci-Fi & Fantasy']",“Thanh Gươm Diệt Quỷ” (Demon Slayer: Kimetsu no Yaiba) là một bộ truyện tranh Nhật Bản được viết và minh họa bởi Koyoharu Gotouge. ...
Hội Nhẫn,https://ohitv.net/phim-bo/hoi-nhan/,15/01/2019,8.692,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']","Câu chuyện xoay quanh Hội Nhẫn, một tổ chức tội phạm quyền lực cai trị thế giới đen tối tại Thổ Nhĩ Kỳ. Đối mặt với những thành viên quá mạnh mẽ, ..."
Những Tay Chơi Siêu Đẳng,https://ohitv.net/phim-bo/nhung-tay-choi-sieu-dang/,29/09/2018,7.3,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']","Những Tay Chơi Siêu Đẳng (2018) xoay quanh một nhóm chuyên giải quyết những vụ án hình sự phức tạp, bao gồm những tay kì cựu với kỹ năng đặc ..."
Tình Yêu Đen Trắng,https://ohitv.net/phim-bo/tinh-yeu-den-trang/,16/10/2017,8,,"['Action & Adventure', 'Phim Chính Kịch']","“Siyah Beyaz Aşk” (tên tiếng Anh: “Black and White Love”), là một series truyền hình Thổ Nhĩ Kỳ kết hợp giữa tình yêu và ..."
Hậu Duệ Mặt Trời,https://ohitv.net/phim-bo/hau-due-mat-troi/,24/02/2016,8.395,,"['Action & Adventure', 'Phim Chính Kịch']",“Hậu Duệ Mặt Trời” là một bộ phim về hai nhân vật chính là Yoo Shi Jin và Kang Mo Yeon. Yoo Shi Jin là đội trưởng của một đội lực ...
Vương Triều Cuối Cùng,https://ohitv.net/phim-bo/vuong-trieu-cuoi-cung/,10/10/2015,8.279,,"['Action & Adventure', 'Phim Chính Kịch', 'War & Politics']","“Vương Triều Cuối Cùng” (The Last Kingdom) là một loạt phim truyền hình lịch sử và phiêu lưu, được lấy cảm hứng từ cuốn tiểu thuyết ..."
Tình Yêu Và Tiền Bạc,https://ohitv.net/phim-bo/tinh-yeu-va-tien-bac/,12/03/2014,8.1,,"['Action & Adventure', 'Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","“Kara Para Aşk” là một bộ phim truyền hình Thổ Nhĩ Kỳ phát sóng vào năm 2014, là một sự kết hợp của hai thể loại chính: tình cảm và ..."
Trò Chơi Vương Quyền,https://ohitv.net/phim-bo/tro-choi-vuong-quyen/,17/04/2011,8.441,,"['Action & Adventure', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Trò Chơi Vương Quyền” (Game of Thrones) là một series truyền hình sử thi đầy hấp dẫn và phức tạp. Phim được chia thành 8 phần, mỗi ..."
Vượt Ngục,https://ohitv.net/phim-bo/vuot-nguc/,29/08/2005,8.095,,"['Action & Adventure', 'Phim Chính Kịch', 'Phim Hình Sự']",“Vượt Ngục” (Prison Break) là một series truyền hình Mỹ được phát sóng từ năm 2005 đến 2017. Đây là một trong những series truyền ...
Đảo Hải Tặc,https://ohitv.net/phim-bo/dao-hai-tac/,20/10/1999,8.729,,"['Action & Adventure', 'Phim Hài', 'Phim Hoạt Hình']","“Đảo Hải Tặc” là một bộ phim anime/manga nổi tiếng của Nhật Bản, được tạo ra bởi Eiichiro Oda. Câu chuyện xoay quanh cuộc hành trình ..."
Đầu Gấu Ngọt Ngào,https://ohitv.net/phim-bo/dau-gau-ngot-ngao/,12/06/2024,0,,['Phim Chính Kịch'],"Seo Ji Hwan, một cựu gangster, bắt đầu hành trình chuộc lỗi và rời bỏ quá khứ đầy rắc rối của mình. Quyết tâm thay đổi cuộc đời, anh đi khắp Hàn ..."
Ngộ Tình,https://ohitv.net/phim-bo/ngo-tinh/,10/06/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn']","Bộ phim kể về câu chuyện của Giang Thời Thiển, một cô gái cao lãnh, xinh đẹp và kiêu sa, từng trải qua những biến cố đầy đau khổ khi bị bắt nạt ..."
Lễ Tốt Nghiệp Của Bạn Tôi,https://ohitv.net/phim-bo/le-tot-nghiep-cua-ban-toi/,10/06/2024,0,,['Phim Chính Kịch'],Seung Bae là một ông cụ “hòa đồng” bước vào đại học ở tuổi 75 để thực hiện ước mơ cuối cùng của mình. Min Goo là một thanh niên ...
Tiên Quân Hữu Kiếp,https://ohitv.net/phim-bo/tien-quan-huu-kiep/,07/06/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn']","Lục Ninh xuyên không vào một thế giới ảo. Chỉ khi nào có được con chip của Dạ Vô Danh, sát thủ số một của tộc Huyền Linh, cô mới có thể tìm ra sự ..."
Liễu Diệp Trích Tinh Thần,https://ohitv.net/phim-bo/lieu-diep-trich-tinh-than/,31/05/2024,0,,['Phim Chính Kịch'],"Liễu Diệp Trích Tinh Thần do Triệu Cẩm Đào làm đạo diễn, với sự tham gia của Đường Hiểu Thiên và Trang Đạt Phi, là một bộ phim được chuyển thể từ ..."
Lời Nói Dối Không Thể Cưỡng Lại,https://ohitv.net/phim-bo/loi-noi-doi-khong-the-cuong-lai/,31/05/2024,0,,['Phim Chính Kịch'],"Vừa mới quay về Trung Quốc đại lục, người thừa kế của Chu thị – Chu Du gặp ngay cô gái với khả năng nói dối và diễn sâu đỉnh cao Jiang Lai. ..."
Đại Ca Đi Học,https://ohitv.net/phim-bo/dai-ca-di-hoc/,29/05/2024,10,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",
Trù Nương Cuối Cùng,https://ohitv.net/phim-bo/tru-nuong-cuoi-cung/,27/05/2024,0,,['Phim Chính Kịch'],"Lấy bối cảnh những năm cuối triều đại nhà Thanh, bộ phim kể về câu chuyện của Dung Nhi, một cô gái bình dân vô tình có cơ hội vào cung làm cung ..."
Từng Bước Lún Sâu,https://ohitv.net/phim-bo/tung-buoc-lun-sau/,27/05/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn']","Hàn Khanh, một người chuyên tư vấn và giúp đỡ khách hàng trong việc xử lý các vấn đề tình cảm, đặc biệt là những vụ ngoại tình. Cô được một khách ..."
Nam Thành Yến,https://ohitv.net/phim-bo/nam-thanh-yen/,25/05/2024,0,,['Phim Chính Kịch'],"Một nhiệm vụ ám sát tuyệt mật đã gắn kết cuộc sống của nữ anh hùng võ thuật chính trực Phó Tiêu và chỉ huy lạnh lùng Nhan Trường Vân, những người ..."
Mối Liên Kết Bí Ẩn,https://ohitv.net/phim-bo/moi-lien-ket-bi-an/,24/05/2024,9.5,,"['Phim Chính Kịch', 'Phim Hình Sự']",Mối Liên Kết Bí Ẩn (2024) là một bộ phim trinh thám tội phạm tập trung vào tình bạn bị rạn nứt của một nhóm bạn thân từ thời trung học khi họ ...
Địa Ngục Ngọt Ngào và Cay Đắng,https://ohitv.net/phim-bo/dia-nguc-ngot-ngao-va-cay-dang/,24/05/2024,7,,"['Phim Chính Kịch', 'Phim Hài']","Noh Young-won, một cố vấn tâm lý thành công và là người nổi tiếng, cùng mẹ chồng cô, Hong Sa-kang, phải đối mặt với một sự việc đe dọa đến hạnh ..."
Xin Hãy Yêu Đương Với Kẻ Hài Hước Như Tôi,https://ohitv.net/phim-bo/xin-hay-yeu-duong-voi-ke-hai-huoc-nhu-toi/,23/05/2024,0,,['Phim Chính Kịch'],"Xin Hãy Yêu Đương Với Kẻ Hài Hước Như Tôi (2024) kể về Chu Mạt, một phụ nữ 32 tuổi, là phó chủ tịch của một công ty phần mềm mạng xã hội. Trong ..."
Vấn Trâm,https://ohitv.net/phim-bo/van-tram/,21/05/2024,0,,['Phim Chính Kịch'],"Ngô Hưng Vũ, đội trưởng mới của Cấm Lâm Vệ, đang phải đối mặt với một tình huống phức tạp và đau lòng khi cô vừa bắt đầu cuộc sống mới. Cô vừa ..."
Khi Em Chạy Về Mọi Thời Không,https://ohitv.net/phim-bo/khi-em-chay-ve-moi-thoi-khong/,21/05/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Nguyên Hạ lớn lên trong hoàn cảnh khó khăn, phải đối mặt với nhiều thử thách và gian nan. Dù vậy, trái tim cô luôn giữ được sự ấm áp và lòng nhân ..."
Nam Ngọc Khanh Tâm,https://ohitv.net/phim-bo/nam-ngoc-khanh-tam/,20/05/2024,0,,"['Phim Chính Kịch', 'Phim Hài']","Nam Ngọc Khanh Tâm là câu chuyện ly kỳ và đầy hài hước về hai cô gái đến từ hai thế giới khác nhau. Mai Ngọc Phiến, thiên kim cao quý của thừa ..."
The 8 Show,https://ohitv.net/phim-bo/the-8-show/,17/05/2024,10,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Trong chương trình truyền hình thực tế Money Game, 8 người tham gia sẽ phải đối mặt với một thách thức khó khăn: sống sót trong studio mà không ..."
Cô Ấy Hoàn Hảo,https://ohitv.net/phim-bo/co-ay-hoan-hao/,14/05/2024,0,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","Cô Ấy Hoàn Hảo là một bộ phim kịch tính và đầy bất ngờ, kể về câu chuyện của Bạch Lê và cuộc sống của cô sau khi phát hiện sự thật về chồng ngoại ..."
Chú Samsik,https://ohitv.net/phim-bo/chu-sam-sik/,15/05/2024,0,,['Phim Chính Kịch'],"Trong bối cảnh của những năm 60 ở Hàn Quốc, một thời kỳ đầy biến động và bất ổn xã hội, đất nước đang trải qua quá trình lột xác để tiến lên trên ..."
Người Thừa Kế Gia Tộc,https://ohitv.net/phim-bo/nguoi-thua-ke-gia-toc/,13/05/2024,0,,['Phim Chính Kịch'],"Gia đình Qius được biết đến với sự giàu có và sự ưu ái đặc biệt dành cho con trai. Trong kế hoạch kinh doanh gia đình, cháu trai duy nhất của thế ..."
Nước Ngọt Vị Cam (Nước Quýt Có Ga),https://ohitv.net/phim-bo/nuoc-ngot-vi-cam/,13/05/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn']","Diễn viên: Lý Khải Hinh, Hà Sướng Hy. Hai người hàng xóm trong một thị trấn nhỏ, Châu Vũ và Trình Ngọc Châu, một chủ nhân trẻ giàu có trở về từ ..."
Giám Tâm,https://ohitv.net/phim-bo/giam-tam/,10/05/2024,0,,"['Phim Chính Kịch', 'Phim Lãng Mạn', 'Phim Ngắn']","Bộ phim tình cảm ngắn “Giám tâm” của Trung Quốc lấy bối cảnh ở thành phô Vân Giang trong chiến tranh chống Nhật. Phim kể về Nghiêm Vũ Mặc, một cô ..."
Không Thể Nói Ra,https://ohitv.net/phim-bo/tell-no-one/,04/05/2024,0,,['Phim Chính Kịch'],"“Không Thể Nói Ra” là một bộ phim kịch tính do Lưu Tín, một đạo diễn nổi tiếng với sự tham gia trực tiếp. Bộ phim có sự góp mặt của ..."
Tương Tư Cổ,https://ohitv.net/phim-bo/tuong-tu-co/,08/05/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn', 'Sci-Fi & Fantasy']","Cô gái bình thường Mạc An An đột ngột bị xuyên không về thời kỳ nghìn năm trước, nơi cô gặp và tương hiểu với Sở quốc công Tiêu Sở, một người có ..."
Thiên Hành Kiện,https://ohitv.net/phim-bo/thien-hanh-kien/,08/05/2024,0,,['Phim Chính Kịch'],"Bộ phim này kể về những năm cuối thời Thanh, một giai đoạn lịch sử đầy biến động và sóng gió. Trong bối cảnh này, một nhóm người với các thân ..."
A Lạp Thái Của Tôi,https://ohitv.net/phim-bo/a-lap-thai-cua-toi/,07/05/2024,0,,['Phim Chính Kịch'],"“Altay Của Tôi” là một bộ phim được đạo diễn bởi Đằng Tùng Tùng, người đã từng làm nên thành công của “Đưa Tôi Lên Mây ..."
Thử Khắc Vô Thanh (Nhất Thời Im Lặng),https://ohitv.net/phim-bo/thu-khac-vo-thanh/,07/05/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn']","Mạch Lệnh Kinh có người chồng hoàn hảo là Vương Thạch Minh và người bạn thân thiết tận tâm là Tô Huy, cuộc sống dường như trọn vẹn của cô bị phá ..."
Tái Sinh,https://ohitv.net/phim-bo/tai-sinh/,06/05/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Tái Sinh” là một bộ phim có câu chuyện gây hứng thú với sự tham gia của Tỉnh Bách Nhiên và Châu Y Nhiên. Trong phim, tại lễ tưởng ..."
Đại Phụng Đả Canh Nhân,https://ohitv.net/phim-bo/dai-phung-da-canh-nhan/, ,0,,['Phim Chính Kịch'],"Sau khi trở thành một Thủ Vệ, Xu Qi An phải học cách thích nghi với cuộc sống mới ở thị trấn biên giới này. Đây là một nơi nổi tiếng với sự nguy ..."
Cây Ô Liu Màu Trắng,https://ohitv.net/phim-bo/cay-o-liu-mau-trang/, ,0,,['Phim Chính Kịch'],"Trong một nhiệm vụ phỏng vấn ở vùng Đông quê lịch sử, Song Ran, một phóng viên nữ từ đài truyền hình vệ tinh Liangcheng, đã gặp phải một nguy ..."
Vi Ám Chi Hỏa,https://ohitv.net/phim-bo/vi-am-chi-hoa/,27/04/2024,0,,['Phim Chính Kịch'],"Zhou Luo, một học sinh giỏi từ thị trấn Qingshui, là người đầu tiên từ thị trấn này được vào một trường đại học danh tiếng. Tuy nhiên, trước khi ..."
Phong Nguyệt Vô Biên,https://ohitv.net/phim-bo/phong-nguyet-vo-bien/,26/04/2024,0,,['Phim Chính Kịch'],"Diễn viên: Hồng Tiêu, Nghiêm Tử Hiền Trong thành phố Yún, một nghệ sĩ nổi tiếng đã đặt cả mình vào nguy hiểm để trả thù cho người đàn anh bằng ..."
Tạm biệt Trái Đất,https://ohitv.net/phim-bo/tam-biet-trai-dat/,26/04/2024,5.7,,['Phim Chính Kịch'],“Tạm biệt Trái Đất” là một câu chuyện đầy cảm xúc về sự quyết tâm và hy sinh khi một tiểu hành tinh đe dọa đến Trái Đất. Trong bối ...
Đại Tiểu Thư Vượt Qua Chông Gai,https://ohitv.net/phim-bo/dai-tieu-thu-vuot-qua-chong-gai/,26/04/2024,0,,['Phim Chính Kịch'],"Diễn viên: Từ Lộ, Ngụy Triết Minh. Luo Ai Lian, cô con gái lớn nhẹ nhàng và thanh bình của gia đình Luo, đã mất tất cả mọi thứ qua đêm do một ..."
Thiếu Niên Babylon,https://ohitv.net/phim-bo/thieu-nien-babylon/,29/04/2024,0,,['Phim Chính Kịch'],"Bộ phim được chuyển thể từ tiểu thuyết cùng tên của tác giả Lộ Nội, kể về một nhóm thanh niên ương ngạnh theo đuổi tình yêu, tình bạn, ước mơ và ..."
Dead Boy Detectives,https://ohitv.net/phim-bo/dead-boy-detectives/,25/04/2024,10,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","Dead Boy Detectives 2024 kể về hai thiếu niên ma cà rồng, hợp tác với một người có khả năng siêu nhiên để giải quyết các bí ẩn cho những khách ..."
Hoa Trong Gương,https://ohitv.net/phim-bo/hoa-trong-guong/,24/04/2024,0,,['Phim Chính Kịch'],"Trong thời kỳ Cộng hòa, Dương Thành, cô tiểu thư giàu có của một gia đình ở thành phố Nghênh, đã mất trí nhớ do một tai nạn từ khi còn nhỏ, dẫn ..."
Bạch Nguyệt Phạn Tinh,https://ohitv.net/phim-bo/bach-nguyet-phan-tinh/, ,0,,"['Phim Chính Kịch', 'Phim Tài Liệu', 'Sci-Fi & Fantasy']","Bai Shuo, con gái út của Phủ Tướng, đã thề sẽ tu luyện bất tử như một cách để trả ơn. Trên hành trình tìm kiếm bất tử, cô không ngờ rằng mình sẽ ..."
Dữ Quân Hành,https://ohitv.net/phim-bo/du-quan-hanh/,23/04/2024,0,,['Phim Chính Kịch'],"Dữ Quân Hành – Dữ Quân Hành (2024) Vào ngày con gái Tô Oánh Oánh của Tô thị – trung thần thủ phụ nội các được gả cho Nhị hoàng tử Tạ Dư Hành, Tạ ..."
Thần Sứ Đại Nhân Của Ta,https://ohitv.net/phim-bo/than-su-dai-nhan-cua-ta/,22/04/2024,0,,['Phim Chính Kịch'],"Lê Manh Manh, một nữ sinh hiện đại thiếu tự tin và không một ai chú ý, bỗng xuyên không đến một đất nước xa lạ – Kỳ quốc, và trở thành một ..."
Cáp Nhĩ Tân 1944,https://ohitv.net/phim-bo/cap-nhi-tan-1944/,21/04/2024,0,,['Phim Chính Kịch'],"Năm xưa, hai chị em Quan Tuyết (Dương Mịch diễn) và Quan Khải cùng nhau chạy nạn, trong lúc nguy hiểm thì được Tống Trác Võ (Tần Hạo diễn) cứu ..."
Đông Bắc Bạch Sự,https://ohitv.net/phim-bo/dong-bac-bach-su/,20/04/2024,0,,['Phim Chính Kịch'],"Sinh theo đuổi ngài Tam của Tần ở đông bắc làm công việc trắng, chịu trách nhiệm đưa tang cho những người chết và giải quyết việc tang lễ. Trong ..."
Chánh Thanh Tra 1958,https://ohitv.net/phim-bo/chief-detective-1958/,19/04/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Chief Detective 1958” được đặt vào năm 1958, hơn 10 năm trước khi câu chuyện gốc diễn ra vào những thập kỷ 1970 và 1980, và kể về ..."
Nhân Duyên Tuyệt Hảo,https://ohitv.net/phim-bo/nhan-duyen-tuyet-hao/,18/04/2024,0,,['Phim Chính Kịch'],"Câu chuyện kể về cô nàng thám tử nữ kiêu ngạo và lạnh lùng Li Yi Yue cùng với Hoàng tử Bắc Hải, Tống Lăng, gặp nhau, yêu nhau, rồi quên nhau để ..."
Bộ Chiến Tranh Bất Lịch Sự,https://ohitv.net/phim-le/bo-chien-tranh-bat-lich-su/,18/04/2024,7.1, 1080p,"['Phim Chiến Tranh', 'Phim Chính Kịch', 'Phim Hành Động']","“Bộ Chiến Tranh Bất Lịch Sự” (2024) là một bộ phim dựa trên câu chuyện có thật về một tổ chức bí mật của Anh trong Thế chiến II, được ..."
Người Tình Sát Thủ,https://ohitv.net/phim-bo/nguoi-tinh-sat-thu/,17/04/2024,0,,['Phim Chính Kịch'],"Đoạn miêu tả này kể về một câu chuyện trong thời kỳ Cộng hòa Trung Hoa, về một nhà buôn giàu có là Phong Tiêu, con trai nuôi của một ông buôn ..."
Quần Tinh Lấp Lánh,https://ohitv.net/phim-bo/quan-tinh-lap-lanh/,15/04/2024,0,,['Phim Chính Kịch'],"“Quần Tinh Lấp Lánh – Những Vì Sao Tỏa Sáng” lấy bối cảnh vào thời dân quốc, trong thời kỳ kháng chiến chống Nhật Bản. Lý Hiện ..."
Phản Anh Hùng,https://ohitv.net/phim-bo/phan-anh-hung/,14/04/2024,7,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","“Phản Anh Hùng” là một bộ phim với cốt truyện gây cấn, xoay quanh một luật sư dũng cảm và quyết đoán, sẵn lòng vượt qua mọi khó khăn ..."
Mặt Nạ Chân Tình,https://ohitv.net/phim-bo/mat-na-chan-tinh/,12/04/2024,0,,['Phim Chính Kịch'],"Mặt Nạ Chân Tình – Mặt Nạ Chân Tình (2024) Diệp Nhất Phàm vốn là một chàng trai vui vẻ, nhưng sau khi cả gia đình bị tàn sát, anh đã thề sẽ trả ..."
Sổ Tay Chăm Con Của Ông Bố Bỉm Sữa,https://ohitv.net/phim-bo/so-tay-cham-con-cua-ong-bo-bim-sua/,11/04/2024,0,,['Phim Chính Kịch'],"Sáu năm trước, An Nhiên phải đối mặt với hàng loạt bi kịch, bắt đầu từ việc mẹ cô qua đời trong một vụ tai nạn ô tô đau lòng. Đồng thời, cô cũng ..."
Loài Thống Trị,https://ohitv.net/phim-bo/blood-free/,10/04/2024,0,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","Kết thúc hàng triệu năm của việc con người ăn thịt động vật, BF hiện nay thống trị thị trường thịt nuôi cấy được kỹ thuật sinh học. Có những ..."
Cõng Anh Mà Chạy,https://ohitv.net/phim-bo/lovely-runner/,08/04/2024,0,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","Trong thế giới lấp lánh của ngôi sao, Ryu Seon Jae tỏa sáng như một người nổi tiếng hàng đầu, thu hút ánh sáng chiếu sáng kể từ khi ra mắt. Mặc ..."
